family,genus,species,museum,date,year,country,location,latitude,longitude,reference,holotype,checked
Emballonuridae,Taphozous,hildegardeae,NA,NA,NA,Tanzania,Tanga,-5.0667,39.1,Kock & Howell 1988,NA,NA
Emballonuridae,Taphozous,mauritianus,TM1097,1908-02-01,1908,South Africa,Tzaneen,-23.83,30.17,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,DM15,1917-11-23,1917,South Africa,Durban,-29.85,31,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM2353,1918-02-14,1918,South Africa,Durban,-29.85,31,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,KM32581,1920-02-15,1920,South Africa,Albany District,-33.3,26.08,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM3491,1923-04-02,1923,South Africa,Greytown,-29.13,30.63,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,MCZ,1930-03-07,1930,Tanzania,"southwestern Tanzania, Mwaya",-8.9156,36.8257,GBIF,NA,NA
Emballonuridae,Taphozous,mauritianus,TM34133,1933-11-01,1933,South Africa,Waterberg District,-22.53,29.43,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,KM11767,1946-08-15,1946,Malawi,Nkhotakota,-12.93,34.3,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,MHNG,1951-10-27,1951,Senegal,"Dakar, Réservoir du point y/Région de Dakar",14.6722,-17.4317,GBIF,NA,NA
Emballonuridae,Taphozous,mauritianus,NMZB8293,1958-12-16,1958,Zambia,Kabompo Boma,-13.58,24.2,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,ROM,1959-05-16,1959,Tanzania,Moshi,-3.35,37.3167,GBIF,NA,NA
Emballonuridae,Taphozous,mauritianus,NMZB9825,1959-11-19,1959,Zimbabwe,"Bulawayo, Lakeside",-20.13,28.58,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM13104,1960-01-12,1960,South Africa,Pretoria,-25.75,28.25,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,IICA45,1960-12-28,1960,Angola,Luanda,-8.88,13.38,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56937,1961-01-16,1961,Zimbabwe,Mrewa,-17.5,31.75,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB63747,1961-05-12,1961,Namibia,Katimo Mulilo,-17.5,24.33,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,LACM,1963-09-06,1963,Tanzania,Tabora Tabora,-5.0333,32.8,GBIF,NA,NA
Emballonuridae,Taphozous,mauritianus,NMZB63749,1963-12-24,1963,Botswana,Francistown,-21.15,27.5,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,USNM00365457,1964-10-30,1964,Mozambique,"Beira, 10km N",-19.82,34.87,Monadjem et al. 2020,NA,NA
Emballonuridae,Taphozous,mauritianus,NMZB28143,1965-04-26,1965,Zambia,Kalabo,-14.97,22.68,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB63744,1966-02-19,1966,Botswana,"Sehitwa, 22km W",-20.38,22.63,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56936,1966-06-12,1966,Zimbabwe,"Fishans, Lower Runde R",-21.25,32.25,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB63745,1967-01-02,1967,Botswana,"Chobe NP, Kasane",-17.8,25.15,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56933,1967-04-12,1967,Zimbabwe,Harare,-17.83,31.07,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,USNM,1967-12-01,1967,Ghana,"Legon, University Of Ghana, Botanical Gardens",5.67,-0.2,GBIF,NA,NA
Emballonuridae,Taphozous,mauritianus,USNM,1968-12-21,1968,Ivory Coast,Jacqueville,5.2,-4.4,GBIF,NA,NA
Emballonuridae,Taphozous,mauritianus,NMZB56947,1969-02-14,1969,Zimbabwe,Sabi-Lundi (=Save-Runde) R Confluence,-21.28,32.38,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56949,1969-02-14,1969,Zimbabwe,Sabi-Lundi (=Save-Runde) R Confluence,-21.28,32.38,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56963,1970-02-04,1970,Zimbabwe,"Hwange NP, Bumbusie",-18.5,26,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56967,1971-01-10,1971,Zimbabwe,Chiredzi Research Station,-21.02,31.57,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56971,1971-01-23,1971,Zimbabwe,"Mushandike NP, Matema Camp",-20.12,30.62,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZ2898,1971-01-25,1971,Zambia,Lochinvar,-15.98,27.25,Monadjem et al. 2020,NA,NA
Emballonuridae,Taphozous,mauritianus,TM17502,1971-03-15,1971,South Africa,Bronkhorstspruit,-25.82,28.75,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56961,1972-01-26,1972,Zimbabwe,"Hwange NP, Main Camp",-18.73,26.95,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56957,1972-05-26,1972,Zimbabwe,"Hwange NP, Ngamo Pan",-19.13,27.47,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56955,1972-05-29,1972,Zimbabwe,"Mana Pools NP, Nyamepi",-15.8,29.37,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56951,1972-10-11,1972,Zimbabwe,Great Zimbabwe,-20.28,30.93,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB63743,1972-10-12,1972,Mozambique,"Save R Bridge, 30km N",-21.63,32.38,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZ3457,1972-11-15,1972,Zambia,Chilanga,-15.55,28.27,Ansell 1986,NA,NA
Emballonuridae,Taphozous,mauritianus,NMZB56958,1972-12-11,1972,Zimbabwe,Dete,-18.62,26.85,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56944,1972-12-26,1972,Zimbabwe,"Eirene Farm, Marondera",-18.37,31.62,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM19631,1973-02-13,1973,South Africa,"Rustenburg, 18km S",-25.82,27.27,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM23335,1974-01-16,1974,South Africa,"Steilloop, 18km N",-23.27,28.62,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM23340,1974-01-18,1974,South Africa,"Potgietersrus (=Mokopane), 25km ESE",-24.25,29.13,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56942,1974-01-27,1974,Zimbabwe,"Virginia Farm, Glendale",-17.33,31.05,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56943,1974-01-27,1974,Zimbabwe,"Virginia Farm, Glendale",-17.33,31.05,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56945,1974-09-04,1974,Zimbabwe,Selous,-18,30.25,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56959,1974-10-11,1974,Zimbabwe,Lake Kyle NP,-20.17,30.92,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB59300,1974-11-29,1974,Zimbabwe,Sengwa Wildlife Research Station,-18.17,28.22,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,USNM00518614,1975-03-12,1975,Botswana,Xugana,-19.08,23.1,Archer 1977,NA,NA
Emballonuridae,Taphozous,mauritianus,TM25264,1975-09-02,1975,South Africa,"Duiwelskloof, 8 km E",-23.7,30.27,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB63750,1975-11-03,1975,Malawi,Kasungu NP,-13.05,33.15,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56962,1976-01-29,1976,Zimbabwe,Bulawayo Natural History Museum,-20.13,28.58,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM27685,1977-03-26,1977,South Africa,"Ellisras, 10km SE",-23.75,27.83,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56953,1978-03-15,1978,Zimbabwe,"Gonarezhou NP, Chipinda Pools",-21.27,31.9,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56198,1978-11-10,1978,Zimbabwe,"Denja Camp, Matetsi",-18.38,25.88,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56049,1979-12-04,1979,South Africa,"Klipfontein, Waterberg",-24.13,28.3,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56312,1980-01-01,1980,Zimbabwe,"Gem Farm, Beitbridge",-21.87,29.62,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB56337,1980-03-11,1980,Zimbabwe,"Esigodini, Falcon College",-20.22,28.92,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM35443,1981-02-23,1981,South Africa,"Pietermaritzburg, Town Bush",-29.55,30.35,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB59374,1982-03-13,1982,Zimbabwe,Mtshabezi Bridge,-21.37,29.62,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB60776,1982-12-24,1982,Zimbabwe,"Hillandale, Kwekwe",-18.93,29.82,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM36594,1983-11-27,1983,South Africa,"Kruger NP, Levuvhu Bridge",-22.42,31.18,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM38381,1983-12-31,1983,South Africa,Howick,-29.5,30.23,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM36781,1984-01-26,1984,South Africa,"Kruger NP, Punda Milia, 16km NE",-22.68,31.03,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB77686,1984-12-11,1984,Zimbabwe,"Matusadona NP, Tashinga",-16.87,28.37,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM38107,1985-02-21,1985,South Africa,Mkhuze GR,-27.6,32.21,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB79461,1985-12-17,1985,Zimbabwe,Doddieburn Ranch,-21.4,29.35,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM39573,1988-01-24,1988,South Africa,"Kruger NP, Letaba Bridge",-23.82,31.58,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM39730,1988-07-02,1988,South Africa,"Kruger NP, Skukuza",-24.98,31.58,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,DM3268,1989-02-28,1989,South Africa,Howick,-29.5,30.23,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM41432,1989-05-12,1989,South Africa,Roossenekal,-25.21,29.97,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB30715,1990-11-27,1990,Zimbabwe,Chikwarakwara,-22.35,31.1,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB30002,1993-01-27,1993,Zimbabwe,Enyandeni,-20.25,28.5,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM44063,1993-02-22,1993,South Africa,Doorndraai Dam NR,-24.27,28.72,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM44201,1993-03-15,1993,South Africa,Messina NR,-22.38,30.07,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,TM44196,1993-11-03,1993,South Africa,Hans Strydom Dam NR,-24.03,27.77,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB30859,1993-12-10,1993,Zimbabwe,"Sentinel Ranch, Limpopo R",-22.15,29.47,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NMZB30904,1994-01-04,1994,Zambia,"Nansai Farm, Choma",-16.62,27.12,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,DM5817,1998-02-02,1998,Eswatini,Mlawula NR,-26.19,32.01,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,DM14742,2014-01-26,2014,South Africa,"Soutpansberg, Eagles Nest Farm",-22.9738,29.9331,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,ENMNH,2023-04-15,2023,Eswatini,Maguga,-26.0821,31.2514,A. Monadjem Unpublished,NA,Yes
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Angola,Benguela,-12.63,13.38,Crawford-Cabral 1989,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Angola,Caiundo,-15.63,17.38,Crawford-Cabral 1989,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Angola,Catumbela,-12.38,13.63,Crawford-Cabral 1989,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Angola,Dundo,-7.38,20.88,Crawford-Cabral 1989,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Angola,Duque de Braganca (=Calandula),-9.13,15.88,Crawford-Cabral 1989,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Angola,Humbe,-16.63,14.88,Crawford-Cabral 1989,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,1968,Benin,Kpodave,6.8167,1.7667,Robbins 1980,NA,NA
Emballonuridae,Taphozous,mauritianus,SMF,NA,1979,Burundi,"Bujumbura, 7km NW",-3.2667,29.375,Kock 1981,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1982,Burundi,Rusizi,-3.35,29.275,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,1947,Cameroon,Kribi,2.9667,9.9167,Aellen 1952,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Cameroon,Mungo,4.05,9.56,Aellen 1952,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,1947,Cameroon,Tibati,6.4167,12.5333,Aellen 1952,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Cameroon,Yaounde,3.8667,11.5167,Aellen 1952,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Central African Republic,Bozoum,6.3167,16.3833,Schlitter et al. 1982,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Central African Republic,Fort Crampel,6.983,19.183,Schlitter et al. 1982,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,1934,Central African Republic,Fort Sibut,5.733,19.0833,Schlitter et al. 1982,NA,NA
Emballonuridae,Taphozous,mauritianus,BMNH,NA,NA,Democratic Republic of Congo,Boga,1.0333,29.9333,Hayman et al. 1966,NA,NA
Emballonuridae,Taphozous,mauritianus,AMNH,NA,1914,Democratic Republic of Congo,Avakubi,1.3,27.5833,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1940,Democratic Republic of Congo,Bambesa,3.3833,25.7833,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA148,NA,1952,Democratic Republic of Congo,Banana,-5.97,12.45,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA18567,NA,1948,Democratic Republic of Congo,Baudouinville (= Moba),-7.05,29.7,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1950,Democratic Republic of Congo,Beno,-3.7,17.7667,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1935,Democratic Republic of Congo,Binga,2.3833,20.5167,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1952,Democratic Republic of Congo,Bokuma,-0.1,18.6833,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1952,Democratic Republic of Congo,Bokungu,-0.75,22.4167,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1946,Democratic Republic of Congo,Bolobo,-2.15,16.2333,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,UNIKIS,NA,2010,Democratic Republic of Congo,Bomane,1.3,23.783,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1939,Democratic Republic of Congo,Buta,2.8167,24.8333,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1959,Democratic Republic of Congo,Butembo,0.15,29.3,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RBINS,NA,1951,Democratic Republic of Congo,Cellule II,3.9167,29.3667,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA19417,NA,1956,Democratic Republic of Congo,Elisabethville (= Lubumbashi),-11.68,27.48,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,AMNH,NA,1913,Democratic Republic of Congo,Faradje,3.7333,29.7167,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1957,Democratic Republic of Congo,Gangala na Bodio,3.6667,29.15,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RBINS,NA,1951,Democratic Republic of Congo,Garamba,4.1833,30,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1938,Democratic Republic of Congo,Ibambi,2.3833,27.6,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1949,Democratic Republic of Congo,Ibembo,2.6,23.6667,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1958,Democratic Republic of Congo,Ikela,-1.1333,23.0833,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA6312,NA,1923,Democratic Republic of Congo,Inkongo,-4.92,23.25,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA22898,NA,1954,Democratic Republic of Congo,Kakanda,-10.78,26.6,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1974,Democratic Republic of Congo,Kamituga,-3.0167,28.1,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RBINS10853,NA,1948,Democratic Republic of Congo,Kilwezi,-9.1,26.7,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1925,Democratic Republic of Congo,Koteli,2.85,24.5667,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1930,Democratic Republic of Congo,Kunungu,-2.1,16.4333,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA9990,NA,1929,Democratic Republic of Congo,Leverville (=Lusanga),-4.83,18.72,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1925,Democratic Republic of Congo,Lulenga,-1.4167,29.3667,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA1549,NA,1965,Democratic Republic of Congo,Luluabourg (=Kananga),-5.88,22.43,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA12131,NA,1933,Democratic Republic of Congo,Luputa,-7.12,23.72,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA7333,NA,NA,Democratic Republic of Congo,Lusambo,-4.98,23.43,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA6553,NA,1921,Democratic Republic of Congo,Macaco,-5.47,21.17,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1942,Democratic Republic of Congo,Mahagi,2.2667,30.9833,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1958,Democratic Republic of Congo,Makaw,-3,18.5,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA18162,NA,1946,Democratic Republic of Congo,Makengo,-4.75,16.5,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RBINS,NA,1946,Democratic Republic of Congo,Mutsora,0.3167,29.7333,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1952,Democratic Republic of Congo,Nagero,3.75,29.5333,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,AMNH,NA,1910,Democratic Republic of Congo,Niangara,3.7167,27.8667,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA16247,NA,1920,Democratic Republic of Congo,Nyangwe,-4.25,26.2333,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1938,Democratic Republic of Congo,Rutshuru,-1.1833,29.45,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1924,Democratic Republic of Congo,Stanleyville (=Kisangani),0.55,25.2333,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA6549,NA,1921,Democratic Republic of Congo,Tshikapa,-6.47,20.8,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,AMNH,NA,1911,Democratic Republic of Congo,Yakuluku,4.35,28.8,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RMCA,NA,1947,Democratic Republic of Congo,Yangambi,0.7833,24.4,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,RBINS,NA,1946,Democratic Republic of Congo,Zobia,2.9833,25.9167,Van Cakenberghe et al. 2017,NA,NA
Emballonuridae,Taphozous,mauritianus,EBD_MAM,NA,1988,Equatorial Guinea,"Bioko Island, Malabo",3.75,8.8,Juste & Ibanez 1994,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,1972,Ethiopia,Gambela,8.25,34.5833,Largen et al. 1974,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,1964,Gabon,Belinga,1.2167,13.1667,Brosset 1966b,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,1964,Gabon,Makokou,0.55,12.85,Brosset 1966b,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Ghana,NA,5.87,-0.87,Grubb et al. 1998,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,2000,Ivory Coast,Comoe NP,8.75,-3.8167,Fahr & Kalko 2011,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Bulessa,3.6,37.3667,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Galana Ranch,2.6667,39.3333,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Kisumu,-0.1,34.75,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Malindi,-3.2167,40.1167,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Masalani,-2.3167,38.1167,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Mombasa,-4.08,39.64,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,"Mount Suswa, near",-1.15,36.35,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Nairobi,-1.2833,36.8167,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Nuu Kitui,-1.0667,38.35,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Takaungu,-3.6833,39.85,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,"Tsavo NP, Aruba Lodge",-3.35,38.8167,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Kenya,Turkwel River,3.1,36.1,Aggundey & Schlitter 1984,NA,NA
Emballonuridae,Taphozous,mauritianus,NMMB,NA,1984,Malawi,Blantyre,-15.78,35,Happold et al. 1987,NA,NA
Emballonuridae,Taphozous,mauritianus,NMMB,NA,1984,Malawi,Chikwawa,-16.02,34.78,Happold et al. 1987,NA,NA
Emballonuridae,Taphozous,mauritianus,NMMB,NA,1984,Malawi,Karonga,-9.93,33.93,Happold et al. 1987,NA,NA
Emballonuridae,Taphozous,mauritianus,DCDH,NA,1984,Malawi,Kasungu NP,-13.05,33.15,Happold et al. 1987,NA,NA
Emballonuridae,Taphozous,mauritianus,DCDH,NA,1984,Malawi,Liwonde NP,-15.03,35.25,Happold et al. 1987,NA,NA
Emballonuridae,Taphozous,mauritianus,MNHN ZM-MO-1997-1845,NA,1818,Mauritius,NA,NA,NA,Van Cakenberghe & Seamark 2022,Holotype,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Mozambique,Tete,-16.27,33.58,Smithers & Lobao Tello 1976,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Namibia,Swakopmund,-22.63,14.63,M. Griffin pers comm,NA,NA
Emballonuridae,Taphozous,mauritianus,SMM12486,NA,NA,Namibia,Terrace Bay,-20,13.1,M. Griffin pers comm,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Namibia,Tsumkwe,-19.63,20.63,M. Griffin pers comm,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Namibia,"Etosha NP, Halali",-19.13,16.38,Monadjem et al. 2020,NA,Yes
Emballonuridae,Taphozous,mauritianus,NHMI,NA,1967,Nigeria,Ibadan,7.3833,3.9,Bergmans 1977,NA,NA
Emballonuridae,Taphozous,mauritianus,USNM,NA,NA,Nigeria,Dikwa,12.0167,13.9167,Happold 1987,NA,NA
Emballonuridae,Taphozous,mauritianus,BMNH,NA,NA,Nigeria,Isuochi,5.9667,7.4167,Happold 1987,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Nigeria,Lagos,6.45,3.3833,Happold 1987,NA,NA
Emballonuridae,Taphozous,mauritianus,NA,NA,NA,Nigeria,Yankari GR,9.75,10.5,Happold 1987,NA,NA
